MLR_No,ML_Lic_No,Period,Name_Eng,Name_Chi,Expiry_Date,Remarks
3665,1623/2019,As at 29 February 2020,China Jianxin Credit Services Limited,中國建信信貸有限公司,26-Nov-20,
3662,1622/2019,As at 29 February 2020,Victory Capital Holdings Limited,華多利資本有限公司,21-Nov-20,
3636,1621/2019,As at 29 February 2020,ZS Finance Limited,浙商信貸有限公司,22-Oct-20,
3615,1620/2019,As at 29 February 2020,Orchard Finance Limited,汛霐財務有限公司,19-Sep-20,
3604,1619/2019,As at 29 February 2020,Star Finance (H.K.) Limited,星星信貸有限公司,10-Sep-20,
3602,1618/2019,As at 29 February 2020,HPI Finance Limited,言成財務有限公司,10-Sep-20,
3600,1617/2019,As at 29 February 2020,Valuad Finance Limited,增值財務有限公司,05-Sep-20,
3596,1616/2019,As at 29 February 2020,Hong Kong City Finance Group Company Limited,香港城市貸款集團有限公司,05-Sep-20,
2820,1615/2019,As at 29 February 2020,Chun Fung Finance Company Limited,駿豐財務有限公司,04-Sep-20,
2744,1614/2019,As at 29 February 2020,Jafoon Property Finance Limited,錦豐物業融資有限公司,01-Nov-20,
2234,1613/2019,As at 29 February 2020,Silver Hope Limited,銀合有限公司,07-Oct-20,
3923,1612/2019,As at 29 February 2020,Gold Medal Hong Kong Limited,金徽香港有限公司,25-Nov-20,
5588,1611/2019,As at 29 February 2020,Silver Rich International (HK) Limited ,銀富國際(香港)有限公司,10-Dec-20,
5587,1610/2019,As at 29 February 2020,VP Finance Limited ,柏盈財務有限公司,10-Dec-20,
5583,1609/2019,As at 29 February 2020,Holly's International (HK) Auctions Co. Limited,華藝國際(香港)拍賣有限公司,10-Dec-20,
5574,1608/2019,As at 29 February 2020,"Union YT Holdings Co., Limited",合眾盈通控股有限公司,10-Dec-20,
5224,1607/2019,As at 29 February 2020,Long View Credit Limited ,長璟信貸有限公司,01-Nov-20,
5199,1606/2019,As at 29 February 2020,Po Ji Company Limited,寶展香港有限公司,09-Oct-20,
5188,1605/2019,As at 29 February 2020,Billion Credit Limited ,億豐信貸有限公司,18-Sep-20,
5169,1604/2019,As at 29 February 2020,Vteam Novamondo Finance Limited,天逸諾華世界金融有限公司,16-Aug-20,
4842,1603/2019,As at 29 February 2020,Dynasty Investment (HK) Limited,皇朝投資(香港)有限公司,31-Aug-20,
4432,1602/2019,As at 29 February 2020,Royal Capital Consulting Limited,皇家融資顧問有限公司,30-Aug-20,
4239,1601/2019,As at 29 February 2020,Chak Hoi Finance Limited,澤海信貸有限公司,15-Oct-20,
4221,1600/2019,As at 29 February 2020,Davisons Capital Limited,戴維信資本有限公司,22-Sep-20,
4213,1599/2019,As at 29 February 2020,Pak Ling Finance Limited,栢凌財務有限公司,15-Sep-20,
4205,1598/2019,As at 29 February 2020,Kai Fung Finance Limited,啟豐財務有限公司,01-Sep-20,
4203,1597/2019,As at 29 February 2020,Golden Rich Finance Limited,金裕富財務有限公司,08-Sep-20,
4195,1596/2019,As at 29 February 2020,Wealth Gold Finance Limited,裕金信貸有限公司,03-Nov-20,
3885,1595/2019,As at 29 February 2020,Dim Dim Net Finance Company Limited,點點網財務有限公司,30-Sep-20,
3592,1594/2019,As at 29 February 2020,China Yinsheng Finance Limited,中國銀盛財務有限公司,27-Aug-20,
3267,1593/2019,As at 29 February 2020,Hengdeli Finance Company Limited,亨得利財務有限公司,08-Nov-20,
3161,1592/2019,As at 29 February 2020,Jordan Finance Company Limited,佐敦財務有限公司,21-Sep-20,
2872,1591/2019,As at 29 February 2020,Aozora Asia Pacific Finance Limited,,03-Nov-20,
2708,1590/2019,As at 29 February 2020,Hinsan Finance Limited,興盛信貸有限公司,10-Oct-20,
943,1589/2019,As at 29 February 2020,Grand City Investment Limited,浩城投資有限公司,15-Sep-20,
174,1588/2019,As at 29 February 2020,"California Insurance Company, Limited",加洲保險有限公司,15-Sep-20,
33,1587/2019,As at 29 February 2020,Kwong Yee Hing Land & Finance Limited,廣裕興地產財務有限公司,27-Aug-20,
5242,1586/2019,As at 29 February 2020,Dollar Lead Assets Limited,達利資產有限公司,15-Nov-20,
5184,1585/2019,As at 29 February 2020,Wealth Link Investment Services Limited,富通投資服務有限公司,11-Sep-20,
5124,1584/2019,As at 29 February 2020,A-Must Asia Company Limited,雅域亞洲有限公司,04-Sep-20,
5120,1583/2019,As at 29 February 2020,Richmore Finance Limited,利多財務有限公司,04-Sep-20,
4871,1582/2019,As at 29 February 2020,Wealth Link Asset Holdings Limited,富通資產控股有限公司,21-Sep-20,
4858,1581/2019,As at 29 February 2020,Po Man Investments Limited,寶文投資有限公司,14-Sep-20,
4836,1580/2019,As at 29 February 2020,HD Finance Limited,希慎財務有限公司,09-Nov-20,
4625,1579/2019,As at 29 February 2020,Entrust Financial Services Limited,億創財務顧問有限公司,10-Nov-20,
4573,1578/2019,As at 29 February 2020,Long Journey Finance Limited,長程財務有限公司,06-Sep-20,
4298,1577/2019,As at 29 February 2020,O O K Finance Company Limited,好好景財務有限公司,26-Nov-20,
4295,1576/2019,As at 29 February 2020,Sure Wave Finance Limited,佳灝財務有限公司,24-Nov-20,
4274,1575/2019,As at 29 February 2020,Hong Kong Station Credit Limited,香港站信貸有限公司,10-Nov-20,
4103,1574/2019,As at 29 February 2020,D S Credit Limited,,13-Sep-20,
4091,1573/2019,As at 29 February 2020,On Shun Finance Co. Limited,安順財務有限公司,12-Nov-20,
3646,1572/2019,As at 29 February 2020,CGNPC Huasheng Investment Limited,中廣核華盛投資有限公司,07-Nov-20,
3447,1571/2019,As at 29 February 2020,Carefree Finance Company Limited,貸輕鬆有限公司,13-Nov-20,
3445,1570/2019,As at 29 February 2020,Famous Step Enterprise Limited,進譽企業有限公司,30-Oct-20,
3431,1569/2019,As at 29 February 2020,SME Credit (Asia) Limited,企業信貸(亞洲)有限公司,27-Sep-20,
3086,1568/2019,As at 29 February 2020,Splendor Credit Finance Limited,卓智信貸財務有限公司,08-Sep-20,
2874,1567/2019,As at 29 February 2020,Joint Faith Finance Limited,信盟財務有限公司,03-Nov-20,
2698,1566/2019,As at 29 February 2020,Link Sources International Limited,年兆國際有限公司,04-Sep-20,
2665,1565/2019,As at 29 February 2020,BMI Finance Limited,邦盟滙駿財務有限公司,01-Sep-20,
2605,1564/2019,As at 29 February 2020,World Phoenix Finance Services Limited,世匯財務有限公司,09-Nov-20,
2382,1563/2019,As at 29 February 2020,Ocean Finance Company Limited,海運財務有限公司,11-Nov-20,
2221,1562/2019,As at 29 February 2020,Goldbest International Investment Limited,金博國際投資有限公司,25-Sep-20,
5196,1561/2019,As at 29 February 2020,Granton Asia Limited,盈滙亞洲有限公司,04-Oct-20,
5024,1560/2019,As at 29 February 2020,Champion Industrial International Co Limited,大才實業國際有限公司,21-Aug-20,
4614,1559/2019,As at 29 February 2020,InvesTech Finance Limited,富信財務有限公司,27-Oct-20,
4607,1558/2019,As at 29 February 2020,Strongly Finance Limited,卓剛財務有限公司,20-Oct-20,
4561,1557/2019,As at 29 February 2020,Great Wall International Credit Limited ,長城國際信貸有限公司,16-Aug-20,
4211,1556/2019,As at 29 February 2020,Panda Finance Limited,熊貓財務有限公司,10-Sep-20,
4206,1555/2019,As at 29 February 2020,Asia Property Credit (HK) Limited,亞洲物業信貸(香港)有限公司,10-Sep-20,
4204,1554/2019,As at 29 February 2020,CEPA Capital Limited,時博資本有限公司,01-Sep-20,
3897,1553/2019,As at 29 February 2020,Mark Profit Finance Limited,百利財務有限公司,28-Oct-20,
3896,1552/2019,As at 29 February 2020,Emperor Prestige Credit Limited,英皇卓越信貸有限公司,28-Oct-20,
3892,1551/2019,As at 29 February 2020,Able Luck Finance Limited,耀福財務有限公司,07-Oct-20,
3872,1550/2019,As at 29 February 2020,Grand Billion Finance Limited,宏億財務有限公司,25-Sep-20,
3858,1549/2019,As at 29 February 2020,Sky Million Credit Company Limited,天億物業信貸有限公司,04-Sep-20,
3593,1548/2019,As at 29 February 2020,Chit Shing Finance Limited,捷成財務有限公司,05-Sep-20,
3423,1547/2019,As at 29 February 2020,Golden Wayford Limited,金威豐有限公司,13-Sep-20,
3271,1546/2019,As at 29 February 2020,"Wellgain (Asia) Finance Co., Limited",宏利(亞洲)財務有限公司,15-Nov-20,
3240,1545/2019,As at 29 February 2020,New Resources Finance Limited,新濠信貸有限公司,01-Sep-20,
2962,1544/2019,As at 29 February 2020,China Yinsheng Finance (Holding) Limited,中國銀盛金融信貸控股有限公司,11-Sep-20,
2695,1543/2019,As at 29 February 2020,ORIX Finance Services Hong Kong Limited,歐力士財務服務香港有限公司,27-Aug-20,
887,1542/2019,As at 29 February 2020,China Insurance Group Finance Company Limited,中國保險集團財務有限公司,10-Sep-20,
4600,1541/2019,As at 29 February 2020,Sure Fortune Investment Limited,裕保投資有限公司,04-Oct-20,
5592,1540/2019,As at 29 February 2020,Alive Lab Company Limited,耀進富國有限公司,28-Nov-20,
5591,1539/2019,As at 29 February 2020,Yuk Sing Finance Limited ,旭昇財務有限公司,28-Nov-20,
5590,1538/2019,As at 29 February 2020,Ewin Group International Limited,金智匯國際有限公司,28-Nov-20,
5589,1537/2019,As at 29 February 2020,Bolt Services Limited,,28-Nov-20,
5585,1536/2019,As at 29 February 2020,IC-CAP Limited,工商資本有限公司,28-Nov-20,
5182,1535/2019,As at 29 February 2020,"Fast Credit Finance Co., Limited",浩暉信貸財務有限公司,11-Sep-20,
5162,1534/2019,As at 29 February 2020,Foundation Finance Limited,宏基財務有限公司,28-Aug-20,
4832,1533/2019,As at 29 February 2020,Enterprise Development Investment Holdings Limited,企展投資控股有限公司,15-Aug-20,
4602,1532/2019,As at 29 February 2020,GIS Finance Co Limited,至尚財務有限公司,11-Oct-20,
4551,1531/2019,As at 29 February 2020,Kingdom Team Development Limited,帝滙發展有限公司,06-Sep-20,
4275,1530/2019,As at 29 February 2020,F L Finance Group Limited,馮良財務集團有限公司,12-Nov-20,
4264,1529/2019,As at 29 February 2020,Wealthy Credit Services Limited,富昇信貸有限公司,05-Nov-20,
4247,1528/2019,As at 29 February 2020,Sun Fung Capital Limited,新峰投資(亞洲)有限公司,22-Oct-20,
4209,1527/2019,As at 29 February 2020,Grand Eagle International Group (Holdings) Limited,翱翔國際集團(控股)有限公司,15-Sep-20,
4202,1526/2019,As at 29 February 2020,R8 Limited,,01-Sep-20,
3919,1525/2019,As at 29 February 2020,Wealthy Best Credit & Finance Limited,康達信貸財務有限公司,18-Nov-20,
3917,1524/2019,As at 29 February 2020,Cornerstone Financial Leasing Hong Kong Company Limited,基石融資租賃香港有限公司,25-Aug-20,
3849,1523/2019,As at 29 February 2020,Great Luck Money Exchange Company Limited,加旺找換有限公司,28-Aug-20,
3616,1522/2019,As at 29 February 2020,Well Asset Management Company Limited,盈豐資產管理有限公司,24-Sep-20,
2815,1521/2019,As at 29 February 2020,HOL Finance Limited,,04-Nov-20,
2592,1520/2019,As at 29 February 2020,Trustful Finance Limited,立信財務有限公司,29-Aug-20,
2528,1519/2019,As at 29 February 2020,ABCI Securities Company Limited,農銀國際證券有限公司,04-Oct-20,
1461,1518/2019,As at 29 February 2020,Swiss International Financial Limited,瑞士國際財務有限公司,25-Aug-20,
4591,1517/2019,As at 29 February 2020,Rocky Capital Limited,樂基金融有限公司,22-Sep-20,
5584,1516/2019,As at 29 February 2020,Great Sage Finance Co Limited,灝賢財務有限公司,26-Nov-20,
5204,1515/2019,As at 29 February 2020,Solar Finance Limited,太陽財務有限公司,11-Oct-20,
5195,1514/2019,As at 29 February 2020,Comfort Zone Finance Limited,適置業財務有限公司,04-Oct-20,
4912,1513/2019,As at 29 February 2020,Champion (Asia) Credit Limited,冠軍(亞洲)信貸有限公司,09-Nov-20,
4861,1512/2019,As at 29 February 2020,Good Cheer Global Limited,,21-Sep-20,
4831,1511/2019,As at 29 February 2020,Fidelity Asia Capital Limited,富達亞洲資本有限公司,15-Aug-20,
4731,1510/2019,As at 29 February 2020,Hillcrest Finance Limited,,10-Aug-20,
4575,1509/2019,As at 29 February 2020,Elite Realty Planning Company Limited,精明物業策劃有限公司,08-Sep-20,
4566,1508/2019,As at 29 February 2020,Prudential Credit Asia Limited,信誠信貸亞洲有限公司,30-Aug-20,
4233,1507/2019,As at 29 February 2020,Jeff Credit Limited,借富信貸有限公司,06-Oct-20,
4228,1506/2019,As at 29 February 2020,Grand Asia Mortgage Services Limited,宏亞按揭服務有限公司,08-Oct-20,
4216,1505/2019,As at 29 February 2020,Top Power Finance Limited,高力財務有限公司,22-Sep-20,
4194,1504/2019,As at 29 February 2020,Ever Great Finance Limited,恒昌財務有限公司,25-Aug-20,
4193,1503/2019,As at 29 February 2020,Easy Lender Limited,信貸易有限公司,25-Aug-20,
4186,1502/2019,As at 29 February 2020,Europe Finance Limited,歐陸財務有限公司,18-Aug-20,
4161,1501/2019,As at 29 February 2020,Seazen Resources Finance Limited,新城晉峰財務有限公司,04-Aug-20,
3621,1500/2019,As at 29 February 2020,Southern Harvest Development Company Limited,南盛合利發展有限公司,10-Oct-20,
3254,1499/2019,As at 29 February 2020,Amberite Finance Limited,安倍財務有限公司,04-Oct-20,
3241,1498/2019,As at 29 February 2020,CitiPacific Finance Limited,城市信貸有限公司,22-Sep-20,
3099,1497/2019,As at 29 February 2020,Creative Harvest Finance Limited,創豐財務有限公司,20-Oct-20,
2507,1496/2019,As at 29 February 2020,Dynamic Finance Limited,達力財務有限公司,09-Sep-20,
2506,1495/2019,As at 29 February 2020,Tung Hing Finance Company Limited,東興財務有限公司,07-Sep-20,
1701,1494/2019,As at 29 February 2020,Truthful Finance Company Limited,泰富財務有限公司,22-Sep-20,
1610,1493/2019,As at 29 February 2020,CMIC Finance Limited,,01-Sep-20,
5582,1492/2019,As at 29 February 2020,Wing Hang Finance Co Limited,永恆財務有限公司,21-Nov-20,
5580,1491/2019,As at 29 February 2020,Gold Luck Finance Company Limited ,新旺財務有限公司,21-Nov-20,
5579,1490/2019,As at 29 February 2020,Good Leader Investment Group Limited,領佳投資集團有限公司,21-Nov-20,
5567,1489/2019,As at 29 February 2020,Greenland Finance Company Limited,綠地金融財務有限公司,21-Nov-20,
3541,1488/2019,As at 29 February 2020,Cogobuy Finance Limited,芯城財務有限公司,21-Nov-20,
5205,1487/2019,As at 29 February 2020,Fair Humble Finance Limited,允謙財務有限公司,11-Oct-20,
4795,1486/2019,As at 29 February 2020,Topgold Universal Limited,金泰環球有限公司,01-Aug-20,
4604,1485/2019,As at 29 February 2020,Nishikawa Properties Finance Limited,西川物業信貸有限公司,11-Oct-20,
4592,1484/2019,As at 29 February 2020,World Base Development Limited,僑基發展有限公司,22-Sep-20,
4581,1483/2019,As at 29 February 2020,King Gain Limited,勤益有限公司,08-Sep-20,
4558,1482/2019,As at 29 February 2020,Sky City Capital Limited,天誠資本有限公司,25-Aug-20,
4284,1481/2019,As at 29 February 2020,Lee Bong Credit Service Company Limited,利邦信貸有限公司,16-Aug-20,
4197,1480/2019,As at 29 February 2020,CTI Capital Management Limited,中信信惠國際資本有限公司,27-Aug-20,
3870,1479/2019,As at 29 February 2020,Fornton Capital Limited,豐臨信貸有限公司,23-Sep-20,
3846,1478/2019,As at 29 February 2020,Goldwich Financial (Asia) Co. Limited,佳利財務(亞洲)有限公司,26-Aug-20,
3620,1477/2019,As at 29 February 2020,Hung Sing Finance Limited,鴻昇財務有限公司,08-Oct-20,
3414,1476/2019,As at 29 February 2020,Easy Loan Finance Limited,易按財務有限公司,11-Sep-20,
5578,1474/2019,As at 29 February 2020,E King Money Limited ,日景資本信貸有限公司,19-Nov-20,
5576,1473/2019,As at 29 February 2020,L2 Finance Limited,,19-Nov-20,
5575,1472/2019,As at 29 February 2020,L1 Finance Limited,,19-Nov-20,
5571,1471/2019,As at 29 February 2020,Fast Cash Consultant Limited,,19-Nov-20,
5389,1470/2019,As at 29 February 2020,The Best Financing Limited,信承財務有限公司,19-Nov-20,
3814,1469/2019,As at 29 February 2020,Junma Wealth Financing Limited,駿馬金融財富有限公司,19-Nov-20,
4887,1468/2019,As at 29 February 2020,Max Fancy Limited,巨珍有限公司,10-Oct-20,
4864,1467/2019,As at 29 February 2020,P.B. Investment Limited,倍搏投資有限公司,21-Sep-20,
4462,1466/2019,As at 29 February 2020,East Constitution Limited,東憲企業有限公司,21-Aug-20,
4271,1465/2019,As at 29 February 2020,Oi Wah Mortgage Limited,靄華按揭有限公司,10-Nov-20,
4256,1464/2019,As at 29 February 2020,BP Finance (HK) Limited,寶橋財務貸款有限公司,03-Nov-20,
4159,1463/2019,As at 29 February 2020,Snowball Capital Strategy Limited,銳進資本策略有限公司,04-Aug-20,
3819,1462/2019,As at 29 February 2020,P P Finance Limited,友盈財務有限公司,22-Jul-20,
3435,1461/2019,As at 29 February 2020,"New Century Credit Services Co., Limited",新世紀信貸有限公司,11-Oct-20,
3233,1460/2019,As at 29 February 2020,Ocean Yield International Limited,海意國際有限公司,23-Aug-20,
3079,1459/2019,As at 29 February 2020,Reliance Credit Limited,信心財務有限公司,25-Aug-20,
2414,1458/2019,As at 29 February 2020,Winasia International Holdings Limited,捷亞國際集團有限公司,23-Sep-20,
